APN,MINORITY_OWNED,FEMALE_OWNED,RECORDID,BUSDESC,B1_PER_SUB_TYPE,DBA,NAICS,TAX_CODE,EMPLOYEE_NUM,BUS_OWN_TYPE,B1_STATE,B1_FULL_ADDRESS,B1_SITUS_STATE
056 197603001,No,No,BL-033660,DRAFTING/DESIGN SERVICES,Professional SemiProfessional,SKEELS DESIGN,541340 - Drafting Services,P,1.0,Sole Ownership,CA,2215   TENTH ST 1,CA
ZZZZZZZZZZZZZ,,,BL-008114,GENERAL CONSTRUCTION,Construction or Contractor,THOMAS BUILDING GROUP,236115 - New Single-Family Housing Construction (except For-Sale Builders),C,0.0,LLC,CA,0 VARIOUS,CA
,,,BL-009229,FLEA MARKET OPERATION,Business Personal Repair Svs,BERKELEY FLEA MARKET,532310 - General Rental Centers,B,8.0,Corporation,CA,0 VARIOUS,CA
058 220801800,,,BL-012274,DEVELOPING A SAFETY ALERT BRACELET FOR PEOPLE THAT WILL CALL THEIR FRIENDS,Professional SemiProfessional,PETIET NICOLE,"541712 - Research and Development in the Physical, Engineering, and Life Sciences (except Biotechnology)",P,1.0,Sole Ownership,CA,1683 LA LOMA AVE,CA
054 178300700,No,Yes,BL-050416,INTERIOR DESIGN SERVICES,Professional SemiProfessional,VIBRANT LIVING DESIGNS,541410 - Interior Design Services,P,0.0,Sole Ownership,CA,1331   BLAKE ST,CA
ZZZZZZZZZZZZZ,No,No,BL-041231,GENERAL CONTRACTOR,Construction or Contractor,RV STICH CONSTRUCTION,236115 - New Single-Family Housing Construction (except For-Sale Builders),C,50.0,Corporation,CA,0   VARIOUS,CA
ZZZZZZZZZZZZZ,Yes,No,BL-054224,PLUMBING CONTRACTOR,Construction or Contractor,BAJA PLUMBERS,"238220 - Plumbing, Heating, and Air-Conditioning Contractors",C,2.0,Sole Ownership,CA,0   VARIOUS,CA
,,,BL-006326,ENERGY RATINGS,Professional SemiProfessional,ENERGUY,541690 - Other Scientific and Technical Consulting Services,P,8.0,Corporation,CA,0 VARIOUS,CA
,,,BL-007474,GENERAL CONTRACTING,Construction or Contractor,ETHOS BUILT INC,236118 - Residential Remodelers,C,4.0,Corporation,CA,0 VARIOUS,CA
057 202501001,,,BL-012449,LAW OFFICE,Professional SemiProfessional,THE LAW OFFICES OF ALEX BONILLA,541110 - Offices of Lawyers,P,3.0,Sole Ownership,CA,2001 ADDISON ST 300,CA
057 206902200,No,No,BL-024993,COMMERCIAL RENTAL INDUSTRIAL,Rental of Real Property,WHITE WEST PROPERTIES,531120 - Lessors of Nonresidential Buildings (except Miniwarehouses),L,0.0,Partnership,CA,0   HEARST AVE,CA
057 202800400,Yes,Yes,BL-028910,FAMILY COUNSELING SERVICES,Professional SemiProfessional,TANG NADINE LCSW,624110 - Child and Youth Services,P,1.0,Sole Ownership,CA,2041   BANCROFT WAY,CA
ZZZZZZZZZZZZZ,,,BL-007928,AV SYSTEM DESIGN & INSTALLATION,Professional SemiProfessional,BUG I'D INC,541490 - Other Specialized Design Services,P,12.0,Corporation,CA,0 VARIOUS,CA
ZZZZZZZZZZZZZ,No,No,BL-044666,GENERAL CONTRACTOR,Construction or Contractor,MCDERMOTT JASON CONSTRUCTION,236115 - New Single-Family Housing Construction (except For-Sale Builders),C,3.0,Sole Ownership,CA,0   VARIOUS,CA
053 169601900,Yes,Yes,BL-049712,COMMERCIAL RENTAL PROPERTY,Rental of Real Property,PAJOUNIA MINA,531120 - Lessors of Nonresidential Buildings (except Miniwarehouses),L,0.0,Sole Ownership,CA,2811   COLLEGE AVE,CA
,,,BL-009679,PLANT BASED AROMATHERAPY PRODUCTS,Retail Trade,SAJE NATURAL WELNESS USA INC,452990 - All Other General Merchandise Stores,R,16.0,Corporation,BC,1901 FOURTH ST,CA
055 189401704,No,Yes,BL-029209,STRATEGIC CONSULTING,Professional SemiProfessional,BTW CONSULTANTS INC,541611 - Administrative Management and General Management Consulting Services,P,15.0,Sole Ownership,CA,2040   BANCROFT WAY 400,CA
ZZZZZZZZZZZZZ,,,BL-012288,FREE STANDING PACKAGE LOCKER SYSTEMS,Retail Trade,WESTERN RESIDENTIAL SOLUTIONS,454390 - Other Direct Selling Establishments,R,1.0,Corporation,WA,0 VARIOUS,CA
ZZZZZZZZZZZZZ,No,Yes,BL-018148,FAIR PROMOTER,Entertainment Recreation,JAN ETRE PRESENTS,"711320 - Promoters of Performing Arts, Sports, and Similar Events without Facilities",E,0.0,Sole Ownership,CA,0   VARIOUS,CA
054 174603200,No,No,BL-035781,COMMERCIAL RENTAL,Rental of Real Property,NAKATANI SHIGEO & GIPSON BRIAN,531120 - Lessors of Nonresidential Buildings (except Miniwarehouses),L,0.0,Partnership,CA,2714   NINTH ST,CA
055 185000900,Yes,Yes,BL-021649,RENTAL PROPERTY  4 UNITS,Rental of Real Property,YEE GILL JANE LETITIA ANITA,531110 - Lessors of Residential Buildings and Dwellings,L,0.0,Sole Ownership,CA,2534   PIEDMONT AVE,CA
,No,No,BL-038223,CONSULTING SERVICES-RISK MANAGEMENT,Professional SemiProfessional,BICKMORE AND ASSOCIATES INC,541612 - Human Resources Consulting Services,P,0.0,Corporation,CA,0   VARIOUS,CA
ZZZZZZZZZZZZZ,,,BL-010010,UNDERGROUND STORAGE TANK TESTING SERVICES,Construction or Contractor,CONFIDENCE UST SERVICES INC,238990 - All Other Specialty Trade Contractors,C,27.0,Corporation,CA,0 VARIOUS,CA
ZZZZZZZZZZZZZ,,,BL-010839,LEADERSHIP COACHING & TRAINING,Professional SemiProfessional,BLOOMING WILLOW COACHING,611430 - Professional and Management Development Training,P,0.0,Sole Ownership,CA,0 VARIOUS,CA
ZZZZZZZZZZZZZ,Yes,No,BL-041955,TAXI COMPANY-VEHICLE FOR HIRE,Auto Vehicle For Hire,CHECKER CAB,485310 - Taxi Service,A,2.0,Sole Ownership,CA,0   VARIOUS,CA
052 158101101,,,BL-005134,HEALTH CARE SERVICES PROVIDER;36 BED SKILLED NURSING FACILITY,Professional SemiProfessional,BERKELEY PINES SKILLED NURSING GROUP INC,623110 - Nursing Care Facilities (Skilled Nursing Facilities),P,58.0,Corporation,CA,2223 ASHBY AVE,CA
ZZZZZZZZZZZZZ,No,No,BL-045028,ELECTRICAL CONTRACTOR,Construction or Contractor,ASCOTT COMPANY,238210 - Electrical Contractors and Other Wiring Installation Contractors,C,2.0,Sole Ownership,CA,0   VARIOUS,CA
057 212000100,No,No,BL-000632,MANAGEMENT CONSULTING,Professional SemiProfessional,NED SCHAUB CONSULTING-SOCIAL CHANGE STRATEGY LLC,541611 - Administrative Management and General Management Consulting Services,P,0.0,LLC,IL,2150 ALLSTON WAY 400,CA
ZZZZZZZZZZZZZ,,,BL-007392,SIGN CONTRACTOR,Construction or Contractor,UNITED SIGNS SYSTEMS,238990 - All Other Specialty Trade Contractors,C,3.0,Corporation,CA,0 VARIOUS,CA
052 152600900,,,BL-008872,VIDEO PRODUCTION,Entertainment Recreation,KOHR MARK,512110 - Motion Picture and Video Production,E,1.0,Sole Ownership,CA,1817 SIXTY-SECOND ST,CA
,,,BL-000567,CONSTRUCTION REMODELINGS,Construction or Contractor,DYNAMIC CONSTRUCTION GROUP INC.,236118 - Residential Remodelers,C,2.0,Corporation,CA,0 VARIOUS,CA
055 187700900,Yes,Yes,BL-018346,COMMERCIAL RENTAL PROP RESTAURANT,Rental of Real Property,DURANT PLACE,531120 - Lessors of Nonresidential Buildings (except Miniwarehouses),L,0.0,Sole Ownership,CA,2517   DURANT AVE,CA
055 184900100,No,No,BL-033946,MULTI RESIDENTIAL - 5 UNITS,Rental of Real Property,HAKAM ALAEDDIN/FOUDEH SOUSSAN,531110 - Lessors of Residential Buildings and Dwellings,L,2.0,Sole Ownership,CA,2601   ETNA ST,CA
ZZZZZZZZZZZZZ,No,No,BL-049751,GENERAL CONTRACTOR,Construction or Contractor,TRITON STRUCTURAL CONCRETE INC,236115 - New Single-Family Housing Construction (except For-Sale Builders),C,0.0,Corporation,CA,0   VARIOUS,CA
ZZZZZZZZZZZZZ,,,BL-007541,GENERAL CONTRACTOR,Construction or Contractor,STEPHEN PATRINOS CONSTRUCTION,236118 - Residential Remodelers,C,0.0,Sole Ownership,CA,0 VARIOUS,CA
ZZZZZZZZZZZZZ,No,No,BL-052623,ELECTRICAL CONTRACTOR,Construction or Contractor,CANNING ELECTRIC INC,"238220 - Plumbing, Heating, and Air-Conditioning Contractors",C,10.0,Corporation,CA,0   VARIOUS,CA
055 184501501,,,BL-009070,RESIDENTIAL RENTAL PROPERTY,Rental of Real Property,ESLAMI A ALI,531110 - Lessors of Residential Buildings and Dwellings,L,4.0,Sole Ownership,CA,2642 COLLEGE AVE,CA
ZZZZZZZZZZZZZ,,,BL-011829,ELECTRICAL,Construction or Contractor,PACIFIC COAST ELECTRICIANS,238210 - Electrical Contractors and Other Wiring Installation Contractors,C,40.0,Corporation,CA,0 VARIOUS,CA
ZZZZZZZZZZZZZ,No,No,BL-002387,ROOFING CONTRACTOR,Construction or Contractor,CENTRAL BAY ROOFING,238160 - Roofing Contractors,C,14.0,Sole Ownership,CA,0   VARIOUS,CA
ZZZZZZZZZZZZZ,No,No,BL-030917,SMALL BUSINESS FINANCING & DEVELOPMENT,Non Profit Organizations,MAIN STREET LAUNCH,813910 - Business Associations,N,0.0,LLC,CA,0   VARIOUS,CA
,,,BL-000728,"INSULATION & ACOUSTICAL, SCAFFOLDING",Construction or Contractor,BRANDSAFWAY SERVICES LLC,238990 - All Other Specialty Trade Contractors,C,5.0,LLC,CA,0 VARIOUS,CA
ZZZZZZZZZZZZZ,,,BL-010059,PLUMBING INSTALLATION & SERVICE,Construction or Contractor,PROTEK CO INC,"238220 - Plumbing, Heating, and Air-Conditioning Contractors",C,0.0,Corporation,CA,0 VARIOUS,CA
057 211200401,No,No,BL-001521,ASPHALT MANUFACTURING & SALES,Manufacturing,BERKELEY ASPHALT CO,327122,M,0.0,Corporation,TX,699   VIRGINIA ST,CA
060 235101600,No,No,BL-043748,COMMERCIAL RENTAL- COMMERCIAL CONDO (1),Rental of Real Property,AUSTIN INVESTMENT ENTERPRISES LLC,531110 - Lessors of Residential Buildings and Dwellings,L,0.0,LLC,CA,1331   EIGHTH ST F,CA
,No,Yes,BL-048402,REFURBISHED FURNITURE RETAIL STORE,Retail Trade,BAY HOME CONSIGNMENT FURNITURE,453310 - Used Merchandise Stores,R,3.0,Sole Ownership,CA,1825   EASTSHORE HWY,CA
059 226001600,No,Yes,BL-019415,COMMERCIAL RENTAL PROPERTY,Rental of Real Property,GOODMAN CAROL,531120 - Lessors of Nonresidential Buildings (except Miniwarehouses),L,0.0,Sole Ownership,CA,1539   SHATTUCK AVE,CA
056 199602500,,,BL-006671,ARCHITECTURE BUILDING DESIGN,Professional SemiProfessional,BEN HART ARCHITECT,541310 - Architectural Services,P,0.0,Sole Ownership,CA,1472 UNIVERSITY AVE B,CA
,,,BL-001998,INSTALLING ELECTRICAL SYSTEMS,Construction or Contractor,MEYERZ WIREZ INC,238210 - Electrical Contractors and Other Wiring Installation Contractors,C,15.0,Corporation,CA,0 VARIOUS,CA
ZZZZZZZZZZZZZ,No,Yes,BL-047112,YOGA INSTRUCTOR,Professional SemiProfessional,SINGLETON STACEY,611699 - All Other Miscellaneous Schools and Instruction,P,1.0,Sole Ownership,CA,0   VARIOUS,CA
061 260200800,Yes,Yes,BL-049430,HAIR SALON,Business Personal Repair Svs,SALON 1757,812112 - Beauty Salons,B,1.0,Corporation,CA,1757   SOLANO AVE,CA
057 202401100,No,No,BL-004550,ATTORNEY AT LAW,Professional SemiProfessional,ELMER MARTIN J,445110 - Supermarkets and Other Grocery (except Convenience) Stores,P,0.0,Sole Ownership,CA,1915   ADDISON ST,CA
,No,No,BL-009728,WIRELESS CELL SITE MODIFICATIONS,Construction or Contractor,CJB COMMUNICATIONS,238990 - All Other Specialty Trade Contractors,C,4.0,Sole Ownership,CA,0 VARIOUS,CA
061 261700900,,,BL-010797,"PROVIDE CAREER, LEADERSHIP & PERSONAL DEVELOPMENT COACHING",Business Personal Repair Svs,CHANGEOVER COACHING,812990 - All Other Personal Services,B,1.0,Sole Ownership,CA,1030 MERCED ST,CA
055 186701700,No,No,BL-048189,RENTAL PROPERTY,Rental of Real Property,BATTULA VENKAT & SANDHYA,531110 - Lessors of Residential Buildings and Dwellings,L,0.0,Sole Ownership,CA,2716   HASTE ST,CA
058 217002500,No,No,BL-026209,CONTRACTOR GEN,Construction or Contractor,STRAIN DAVID D,236115 - New Single-Family Housing Construction (except For-Sale Builders),C,0.0,Corporation,CA,1914   VIRGINIA ST,CA
058 214301000,,,BL-007176,ARRANGE FOR SOCCER REFEREES,Entertainment Recreation,ALBANY CO ED SOCCER LEAGUE LLC,"711310 - Promoters of Performing Arts, Sports, and Similar Events with Facilities",E,0.0,LLC,CA,1377 FRANCISCO ST,CA
052 153100800,Yes,Yes,BL-047820,COMMERCIAL RENTAL PROPERTY,Rental of Real Property,CHEN JENNIFER,531120 - Lessors of Nonresidential Buildings (except Miniwarehouses),L,0.0,Sole Ownership,CA,1759   ALCATRAZ AVE,CA
ZZZZZZZZZZZZZ,,,BL-011964,CONSTRUCTION,Construction or Contractor,J CORTES CONSTRUCTION,236115 - New Single-Family Housing Construction (except For-Sale Builders),C,0.0,Sole Ownership,CA,0 VARIOUS,CA
,,,BL-003517,ELECTRICAL CONTRACTOR,Construction or Contractor,OLDTOWN ELECTRICAL,238210 - Electrical Contractors and Other Wiring Installation Contractors,C,4.0,Sole Ownership,CA,0 VARIOUS,CA
ZZZZZZZZZZZZZ,No,No,BL-041251,ROOFING CONTRACTOR,Construction or Contractor,BEST ROOF CONSTRUCTION CO,238160 - Roofing Contractors,C,3.0,Sole Ownership,CA,0   VARIOUS,CA
057 207602400,No,Yes,BL-053264,ART RETAIL/MISC SALES,Retail Trade,MESSERMAN KAREN,453998 - All Other Miscellaneous Store Retailers (except Tobacco Stores),R,0.0,Sole Ownership,CA,1809   SHORT ST,CA
ZZZZZZZZZZZZZ,,,BL-010676,GENERAL CONTRACTOR,Construction or Contractor,NOA CONSTRUCTION LLC,236118 - Residential Remodelers,C,15.0,LLC,CA,0 VARIOUS,CA
059 233801801,No,Yes,BL-013660,PRE-SCHOOL CHILD CARE CENTER,Business Personal Repair Svs,DUCK'S NEST,624410 - Child Day Care Services,B,25.0,Corporation,CA,1409   FOURTH ST,CA
054 174201100,No,Yes,BL-003940,INTERNET - BASED WRITING & MARKETING,Professional SemiProfessional,COHERENT COMMUNICATIONS,541519 - Other Computer Related Services,P,1.0,Sole Ownership,CA,2720 WALLACE ST,CA
056 197000500,No,No,BL-052015,GENERAL CONTRACTOR,Construction or Contractor,PACE BUILDERS INC,236115 - New Single-Family Housing Construction (except For-Sale Builders),C,3.0,Corporation,CA,2228   NINTH ST,CA
061 257804500,No,No,BL-039713,HEALTH & ENVIRONMENT,Non Profit Organizations,TELEOSIS FOUNDATION,813212 - Voluntary Health Organizations,N,1.0,Corporation,CA,861   ARLINGTON AVE,CA
ZZZZZZZZZZZZZ,No,No,BL-012838,GENERAL CONTRACTOR,Construction or Contractor,THE MORGAN COMPANY,236115 - New Single-Family Housing Construction (except For-Sale Builders),C,0.0,Sole Ownership,CA,0   VARIOUS,CA
ZZZZZZZZZZZZZ,No,No,BL-043420,GENERAL CONTRACTOR,Construction or Contractor,GIAMPOLINI & CO,238320 - Painting and Wall Covering Contractors,C,350.0,Corporation,CA,0   VARIOUS,CA
ZZZZZZZZZZZZZ,Yes,Yes,BL-054031,HVAC CONTRACTOR,Construction or Contractor,AIR PERFECTION HEATING & AIR C,"238220 - Plumbing, Heating, and Air-Conditioning Contractors",C,5.0,Corporation,CA,0   VARIOUS,CA
059 226100102,No,No,BL-021506,DRUG STORE,Retail Trade,LONGS DRUG STORES #09941,446110 - Pharmacies and Drug Stores,R,24.0,LLC,RI,1453   SHATTUCK AVE,CA
053 158801400,No,Yes,BL-046849,PSYCHOTHERAPY,Professional SemiProfessional,CLAIRE STONE MFT,621330 - Offices of Mental Health Practitioners (except Physicians),P,0.0,Sole Ownership,CA,2127 ASHBY AVE,CA
057 208800500,Yes,No,BL-006678,RETAIL FOOD MARKET,Retail Trade,INDUS FOOD CENTER,445110 - Supermarkets and Other Grocery (except Convenience) Stores,R,8.0,Corporation,CA,1920   SAN PABLO AVE,CA
063 295502500,No,No,BL-047672,ONLINE - GARDEN ACCESSORIES,Business Personal Repair Svs,TGHL,518111,B,0.0,LLC,CA,706   HILLDALE AVE,CA
057 205901100,,,BL-005066,RESTAURANT,Retail Trade,UDUPI PALACE,722511 - Full-Service Restaurants,R,6.0,Corporation,CA,1903 UNIVERSITY AVE,CA
ZZZZZZZZZZZZZ,No,No,BL-003031,ACCOUNTANTS,Professional SemiProfessional,PRICE WATERHOUSE COOPERS LLP,541211 - Offices of Certified Public Accountants,P,0.0,Corporation,FL,0   VARIOUS,CA
,No,No,BL-013837,RENTAL PROPERTY-6 UNITS,Rental of Real Property,WIGGENHAUSER MARTIN,531110 - Lessors of Residential Buildings and Dwellings,L,0.0,Sole Ownership,CA,1936 STUART ST,CA
,,,BL-002207,REFRIGERATION/AIR CONDITIONING CONTRACTOR,Construction or Contractor,ALTON AIR CONDITIONING,"238220 - Plumbing, Heating, and Air-Conditioning Contractors",C,0.0,Sole Ownership,CA,0 VARIOUS,CA
,,,BL-007315,PSYCHOTHERAPY,Professional SemiProfessional,GOETTSCHE REBECCA PHD,621330 - Offices of Mental Health Practitioners (except Physicians),P,0.0,Sole Ownership,CA,2991 SHATTUCK AVE 302,CA
061 260203301,No,Yes,BL-010831,REAL ESTATE OFFICE,Professional SemiProfessional,RED OAK REALTY,531210 - Offices of Real Estate Agents and Brokers,P,5.0,Corporation,CA,1891   SOLANO AVE,CA
057 201601100,Yes,Yes,BL-025883,RENTAL PROPERTY/10 UNITS,Rental of Real Property,GONG MARYAN T & ROBERT W,531110 - Lessors of Residential Buildings and Dwellings,L,0.0,Sole Ownership,CA,1819   ADDISON ST,CA
ZZZZZZZZZZZZZ,No,No,BL-047528,GENERAL CONTRACTOR,Construction or Contractor,LYNDEN'S CONSTRUCTION,236118 - Residential Remodelers,C,3.0,Sole Ownership,CA,0   VARIOUS,CA
055 189400301,No,Yes,BL-028456,PSYCHIATRIST OFFICE,Professional SemiProfessional,SARAH STADLER M.D.,523110 - Investment Banking and Securities Dealing,P,1.0,Sole Ownership,CA,2029 DURANT AVE 203,CA
,,,BL-000622,GENERAL CONTRACTOR,Construction or Contractor,J.A. GONSALVES & SON CONSTRUCTION INC,236115 - New Single-Family Housing Construction (except For-Sale Builders),C,6.0,Corporation,CA,0 VARIOUS,CA
057 201502800,Yes,No,BL-019201,RESIDENTIAL RENTALS  4 UNITS,Rental of Real Property,WANG JOHN HELEN & CLIFFORD,531110 - Lessors of Residential Buildings and Dwellings,L,0.0,Sole Ownership,CA,2115   GRANT ST,CA
054 177900900,No,No,BL-053725,ELECTRICAL CONTRACTOR,Construction or Contractor,AG - COMM CO,238210 - Electrical Contractors and Other Wiring Installation Contractors,C,0.0,Sole Ownership,CA,2516   TENTH ST,CA
054 177800101,No,No,BL-039065,PUBLISHER,Business Personal Repair Svs,AMERICAN ARTWORK,511130 - Book Publishers,B,0.0,Sole Ownership,CA,930   DWIGHT WAY,CA
ZZZZZZZZZZZZZ,,,BL-008198,ROOFING,Construction or Contractor,ALL SEASONS ROOFING,238160 - Roofing Contractors,C,1.0,Sole Ownership,CA,0 VARIOUS,CA
053 159801600,No,No,BL-004096,DESIGN & INSTALLATION OF WATER HARVESTING  & REUSE SYSTEMS.  PLUMBING SERVICES,Construction or Contractor,DROUGHT SMART COOPERATIVE INC,"238220 - Plumbing, Heating, and Air-Conditioning Contractors",C,3.0,Corporation,CA,2974 ADELINE ST,CA
058 216401700,No,No,BL-008781,RESIDENTIAL RENTAL - 3 UNITS,Rental of Real Property,MOY BENJAMIN K & MARY C,531110 - Lessors of Residential Buildings and Dwellings,L,0.0,Sole Ownership,CA,1617   EDITH ST,CA
056 197501700,Yes,Yes,BL-035930,RESIDENTIAL RENTAL/5 UNITS,Rental of Real Property,MACK JOYCIE M,531110 - Lessors of Residential Buildings and Dwellings,L,0.0,Sole Ownership,CA,2240   TENTH ST,CA
060 239503400,Yes,No,BL-028640,AUTO BODY & PAINT,Business Personal Repair Svs,M & M GARAGE,"811121 - Automotive Body, Paint, and Interior Repair and Maintenance",B,2.0,Corporation,CA,1505   SAN PABLO AVE,CA
057 202900900,,,BL-009851,COMMERCIAL RENTAL PROPERTY,Rental of Real Property,2105 BANCROFT FEE OWNER CA LLC,531120 - Lessors of Nonresidential Buildings (except Miniwarehouses),L,0.0,LLC,CA,2105 BANCROFT WAY,CA
052 153200700,,,BL-010960,3D VISUALIZATION OF REAL ESTATE,Professional SemiProfessional,NEOSCAPE INCORPORATED,541890 - Other Services Related to Advertising,P,4.0,Corporation,MA,1719 SIXTY-THIRD ST,CA
055 187800501,No,Yes,BL-036985,HERBAL SKIN CARE/HEENA,Business Personal Repair Svs,RIYA BEAUTY PARLOR,812112 - Beauty Salons,B,2.0,Sole Ownership,CA,2433   DURANT AVE C,CA
060 246605700,,,BL-012285,RENTAL PROPERTY - 4 UNITS,Rental of Real Property,CHIDORI LLC,531110 - Lessors of Residential Buildings and Dwellings,L,2.0,LLC,CA,2213 ROSE ST,CA
053 166201701,,,BL-003025,"AUTO REPAIR, SERVICE & CUSTOMER PARKING",Business Personal Repair Svs,ART'S AUTOMOTIVE INC,811111 - General Automotive Repair,B,14.0,Corporation,CA,2849 SAN PABLO AVE,CA
058 217301500,No,No,BL-040586,RENTAL PROPERTY-5 UNITS,Rental of Real Property,BIMA LLC,531110 - Lessors of Residential Buildings and Dwellings,L,2.0,Sole Ownership,CA,2005   LINCOLN ST,CA
,,,BL-009326,FIRE ALARM SERVICE & SALES,Construction or Contractor,A V F SYSTEMS INC,238210 - Electrical Contractors and Other Wiring Installation Contractors,C,8.0,Corporation,CA,0 VARIOUS,CA
054 173401000,Yes,Yes,BL-019759,RESIDENTIAL RENTAL 4 PLEX,Rental of Real Property,WAINWRIGHT MARY L,531110 - Lessors of Residential Buildings and Dwellings,L,0.0,Sole Ownership,CA,2790   SACRAMENTO ST,CA
054 176300800,No,No,BL-000019,GENERAL CONTRACTOR,Construction or Contractor,ALWARD CONSTRUCTION,236118 - Residential Remodelers,C,35.0,Corporation,CA,1035 CARLETON ST,CA
ZZZZZZZZZZZZZ,,,BL-012696,"HVAC, PLUMBING - INSULATION CONTRACTOR & DISTRIBUTOR",Construction or Contractor,CONTROL AIR ENTERPRISES LLC,"238220 - Plumbing, Heating, and Air-Conditioning Contractors",C,5.0,LLC,CA,0 VARIOUS,CA
052 153100800,,,BL-004307,FLORAL DESIGN,Retail Trade,ALEXIS MASTROMICHALIS,453110 - Florists,R,0.0,Sole Ownership,CA,1759 ALCATRAZ AVE,CA
057 209803200,No,No,BL-047643,PSYCHOTHERAPIST,Professional SemiProfessional,EVANS II PHILLIP MFT,"621112 - Offices of Physicians, Mental Health Specialists",P,1.0,Corporation,CA,822 DELAWARE ST,CA
,,,BL-006484,"SALE & SERVICE-COPIERS, PRINTERS & SCANNERS",Retail Trade,MRC SMART TECHNOLOGY SOLUTIONS,453998 - All Other Miscellaneous Store Retailers (except Tobacco Stores),R,340.0,Corporation,CA,0 VARIOUS,CA
ZZZZZZZZZZZZZ,,,BL-011492,PLUMBING/SEWER LATERAL REPLACEMENT,Construction or Contractor,J J ROOTER & PLUMBING,"238220 - Plumbing, Heating, and Air-Conditioning Contractors",C,0.0,Sole Ownership,CA,0 VARIOUS,CA
ZZZZZZZZZZZZZ,,,BL-007757,KITCHEN REMODEL,Construction or Contractor,BEST FOREVER CONSTRUCTION COMPANY,236118 - Residential Remodelers,C,1.0,Sole Ownership,CA,0 VARIOUS,CA
056 196204502,No,Yes,BL-039318,DEMOGRAPHIC RESEARCH,Professional SemiProfessional,LAPKOFF & GOBALET DEMOGRAPHIC,541720 - Research and Development in the Social Sciences and Humanities,P,0.0,Corporation,CA,2120   SIXTH ST COM,CA
055 188201200,Yes,Yes,BL-021745,ROOMING HOUSE 5 ROOMS,Rental of Real Property,CHANG VICKI,531110 - Lessors of Residential Buildings and Dwellings,L,0.0,Sole Ownership,CA,2429   ELLSWORTH ST,CA
057 207301000,Yes,Yes,BL-022258,PSYCHOLOGIST,Professional SemiProfessional,SCHNURR LORRAINE,621330 - Offices of Mental Health Practitioners (except Physicians),P,0.0,Sole Ownership,CA,1307   UNIVERSITY AVE,CA
061 260200200,No,Yes,BL-053280,HAIRSTYLIST,Business Personal Repair Svs,ROBINSON KAREN MARIE,812112 - Beauty Salons,B,0.0,Sole Ownership,CA,888   COLUSA AVE,CA
ZZZZZZZZZZZZZ,,,BL-010523,"DRILLING, TESTING & REMEDIATION - ENVIRONMENTAL & GEOTECHNICAL",Construction or Contractor,GREGG DRILLING LLC,238990 - All Other Specialty Trade Contractors,C,2.0,LLC,CA,0 VARIOUS,CA
057 202900400,No,No,BL-000553,PSYCHOLOGY RESEARCH OFFICE,Professional SemiProfessional,HUMINTELL LLC,621330 - Offices of Mental Health Practitioners (except Physicians),P,2.0,LLC,CA,2288 FULTON ST,CA
054 171803701,Yes,Yes,BL-049494,RENTAL PROPERTY - 5 UNITS,Rental of Real Property,KAPOOR SUKHDEEP & REVA & IRVIN,531110 - Lessors of Residential Buildings and Dwellings,L,9.0,Sole Ownership,CA,2231   WARD ST,CA
057 207000901,No,No,BL-042157,MOTEL - 24 ROOMS,Rental of Real Property,SUPER 8,721110 - Hotels (except Casino Hotels) and Motels,L,5.0,LLC,CA,1619   UNIVERSITY AVE,CA
,,,BL-006041,PLUMBING CONTRACTOR,Construction or Contractor,ABOVE ALL PLUMBING INC,"238220 - Plumbing, Heating, and Air-Conditioning Contractors",C,10.0,Corporation,CA,0 VARIOUS,CA
060 239102400,,,BL-004277,MASSAGE THERAPY,Massage,BALLENTINE BODYWORK,812199 - Other Personal Care Services,BM,0.0,Sole Ownership,CA,1432 NEILSON ST,CA
